Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
Iowa,"3,097,283","+/- 2,760","2,622,577","+/- 14,595","383,520","+/- 13,922","78,263","+/- 5,607",395,+/- 298,662,+/- 675,"1,556",+/- 770,315,+/- 323,"2,380",+/- 827,"3,478","+/- 1,391",60,+/- 99,0,+/- 159,14,+/- 25,"1,749",+/- 810,866,+/- 593,30,+/- 53,566,+/- 491,"14,948","+/- 3,015","1,876",+/- 678,N/A,N/A,"1,871",+/- 869,"1,255",+/- 750,573,+/- 318,410,+/- 290,538,+/- 449,170,+/- 160,944,+/- 475,"7,633","+/- 1,823",594,+/- 369,"6,509","+/- 2,121",301,+/- 225,"6,812","+/- 1,599",702,+/- 476,77,+/- 132,"1,028",+/- 569,412,+/- 378,807,+/- 411,"1,755",+/- 992,"1,008",+/- 623,"1,261",+/- 703,754,+/- 480,16,+/- 27,710,+/- 385,25,+/- 39,138,+/- 231,"1,192",+/- 564,"1,256",+/- 736,"3,437","+/- 1,359",496,+/- 278,137,+/- 190,663,+/- 475,"1,662",+/- 872,203,+/- 255,"3,848","+/- 1,011",171,+/- 185,"12,923",Midwest_states
Kansas,"2,870,529","+/- 2,533","2,394,351","+/- 14,952","369,971","+/- 12,594","88,830","+/- 6,459",879,+/- 771,291,+/- 307,"2,664","+/- 1,167","1,526",+/- 624,"4,526","+/- 1,461","5,355","+/- 1,640",0,+/- 174,0,+/- 174,94,+/- 164,"2,944","+/- 1,445","2,403",+/- 980,245,+/- 272,97,+/- 134,"2,545","+/- 1,255",735,+/- 861,"2,467","+/- 1,104",N/A,N/A,525,+/- 417,402,+/- 370,0,+/- 174,672,+/- 573,"1,237",+/- 688,152,+/- 182,"1,192",+/- 621,251,+/- 259,"22,577","+/- 4,258",683,+/- 612,"2,821","+/- 1,020",247,+/- 233,0,+/- 174,900,+/- 774,401,+/- 348,"2,807","+/- 1,496","1,625","+/- 1,217",373,+/- 378,735,+/- 446,"5,607","+/- 1,307",570,+/- 412,465,+/- 286,384,+/- 625,176,+/- 197,584,+/- 564,"1,754","+/- 1,163","10,102","+/- 2,109",845,+/- 616,71,+/- 127,"1,812",+/- 956,"1,885","+/- 1,158",0,+/- 174,125,+/- 158,79,+/- 93,"17,377",Midwest_states
Kentucky,"4,385,213","+/- 2,955","3,698,797","+/- 19,715","553,718","+/- 18,441","113,238","+/- 7,668","2,272",+/- 934,361,+/- 316,"1,177",+/- 737,756,+/- 543,"6,594","+/- 2,024","2,721","+/- 1,140",329,+/- 406,0,+/- 190,0,+/- 190,"9,255","+/- 2,269","4,845","+/- 1,580",103,+/- 156,0,+/- 190,"6,394","+/- 1,591","10,990","+/- 2,072",709,+/- 436,"1,503","+/- 1,013",N/A,N/A,"1,358","+/- 1,553",411,+/- 427,"1,087",+/- 711,530,+/- 286,"3,005",+/- 987,947,+/- 462,"1,710","+/- 1,195","2,379","+/- 1,427",30,+/- 48,103,+/- 127,695,+/- 583,679,+/- 606,572,+/- 447,101,+/- 176,"3,404","+/- 1,351","3,557","+/- 1,633",282,+/- 429,"13,426","+/- 2,495",600,+/- 477,285,+/- 245,"2,084","+/- 1,133",0,+/- 190,"1,375",+/- 839,318,+/- 357,"12,132","+/- 2,644","5,585","+/- 1,792",874,+/- 791,0,+/- 190,"3,145","+/- 1,429",313,+/- 268,"2,929","+/- 1,153","1,313",+/- 618,0,+/- 190,"19,460",South_states
Louisiana,"4,622,042","+/- 3,291","3,994,321","+/- 24,494","526,380","+/- 22,229","85,371","+/- 7,322","5,658","+/- 2,048",359,+/- 361,857,+/- 607,"1,471",+/- 695,"4,654","+/- 1,462","2,529","+/- 1,445",192,+/- 171,0,+/- 208,54,+/- 91,"3,597","+/- 1,268","3,280","+/- 1,745",292,+/- 372,464,+/- 479,"2,556","+/- 1,202",270,+/- 202,"1,315","+/- 1,364","1,497","+/- 1,028",276,+/- 200,N/A,N/A,35,+/- 59,248,+/- 217,"1,024",+/- 923,"1,026",+/- 582,415,+/- 476,"8,208","+/- 2,435","1,005",+/- 427,606,+/- 801,145,+/- 234,112,+/- 138,0,+/- 208,552,+/- 454,158,+/- 204,"1,882",+/- 723,"4,565","+/- 2,051",0,+/- 208,"1,373",+/- 779,"1,807","+/- 1,352",607,+/- 644,965,+/- 559,170,+/- 244,992,+/- 609,118,+/- 190,"2,184","+/- 1,217","21,925","+/- 4,335",280,+/- 167,122,+/- 108,"2,548","+/- 1,618","1,516",+/- 855,586,+/- 792,714,+/- 399,162,+/- 168,"15,970",South_states
Maine,"1,319,292","+/- 1,668","1,146,220","+/- 8,252","129,892","+/- 6,745","38,590","+/- 4,947",471,+/- 425,7,+/- 16,257,+/- 247,0,+/- 172,"1,315",+/- 619,407,+/- 271,"1,664",+/- 822,26,+/- 45,162,+/- 168,"2,967","+/- 1,137",248,+/- 213,579,+/- 942,13,+/- 30,448,+/- 384,114,+/- 172,473,+/- 588,41,+/- 69,429,+/- 404,118,+/- 120,N/A,N/A,332,+/- 242,"7,799","+/- 2,010",256,+/- 329,224,+/- 204,0,+/- 172,"1,163","+/- 1,735",26,+/- 50,0,+/- 172,0,+/- 172,"5,649","+/- 1,651","1,888","+/- 1,004",160,+/- 202,"1,896",+/- 696,"1,042",+/- 581,429,+/- 664,236,+/- 209,143,+/- 209,188,+/- 199,986,+/- 485,"1,150",+/- 729,345,+/- 217,0,+/- 172,461,+/- 449,610,+/- 433,589,+/- 645,661,+/- 518,"1,276",+/- 750,907,+/- 474,107,+/- 176,328,+/- 388,0,+/- 172,"4,590",Northeast_states
Maryland,"5,949,566","+/- 4,278","5,140,378","+/- 24,631","606,423","+/- 22,556","158,647","+/- 9,687","1,241",+/- 626,53,+/- 85,940,+/- 515,349,+/- 341,"6,348","+/- 1,877","2,210","+/- 1,082",707,+/- 348,"5,674","+/- 1,793","19,754","+/- 3,446","10,887","+/- 2,403","6,942","+/- 2,429","1,595","+/- 1,080",108,+/- 182,"1,193",+/- 491,468,+/- 327,326,+/- 278,655,+/- 536,701,+/- 655,406,+/- 298,281,+/- 275,N/A,N/A,"2,559",+/- 722,"2,149","+/- 1,040",661,+/- 399,"1,246","+/- 1,447",515,+/- 318,65,+/- 113,427,+/- 634,512,+/- 400,61,+/- 102,"7,411","+/- 1,623","1,416",+/- 745,"11,622","+/- 2,762","7,845","+/- 2,116",62,+/- 105,"4,295","+/- 1,625",382,+/- 323,522,+/- 427,"13,462","+/- 2,112",928,+/- 813,"1,651",+/- 620,198,+/- 286,"2,288","+/- 1,307","5,229","+/- 1,431",387,+/- 325,347,+/- 517,"23,926","+/- 4,326","2,176","+/- 1,022","4,744","+/- 1,540",723,+/- 484,0,+/- 198,"44,118",South_states
Massachusetts,"6,745,441","+/- 3,674","5,866,016","+/- 20,917","657,022","+/- 16,439","149,408","+/- 9,363",681,+/- 410,115,+/- 195,"2,511","+/- 1,147",388,+/- 431,"12,831","+/- 2,067","3,046","+/- 1,894","11,229","+/- 2,563",308,+/- 317,"1,398",+/- 605,"11,295","+/- 2,287","2,517","+/- 1,142",457,+/- 359,96,+/- 102,"6,227","+/- 2,262","1,282",+/- 696,378,+/- 378,"1,021",+/- 940,689,+/- 449,890,"+/- 1,134","3,360","+/- 1,014","2,836",+/- 986,N/A,N/A,"1,629",+/- 579,561,+/- 305,50,+/- 81,"1,259",+/- 751,0,+/- 203,598,+/- 535,355,+/- 338,"10,579","+/- 2,412","5,980","+/- 1,483",799,+/- 568,"21,876","+/- 3,420","3,661","+/- 1,272",0,+/- 203,"2,259",+/- 721,"1,180",+/- 999,699,+/- 450,"7,188","+/- 1,623","9,776","+/- 2,520","1,720",+/- 783,137,+/- 225,780,+/- 429,"3,446","+/- 1,163",524,+/- 435,"3,226","+/- 1,193","4,166","+/- 1,781","1,463",+/- 662,292,+/- 212,"1,484","+/- 1,019",166,+/- 255,"72,995",Northeast_states
Michigan,"9,813,772","+/- 4,749","8,362,412","+/- 27,022","1,240,633","+/- 24,949","155,874","+/- 9,738","2,287","+/- 1,871",285,+/- 224,"4,061","+/- 1,513",806,+/- 544,"8,001","+/- 1,571","2,120",+/- 808,912,+/- 631,286,+/- 348,642,+/- 372,"14,302","+/- 2,710","6,090","+/- 2,064",410,+/- 314,"2,441","+/- 1,992","13,818","+/- 2,445","10,775","+/- 2,300",613,+/- 496,669,+/- 452,"2,351",+/- 811,643,+/- 493,444,+/- 460,"2,091","+/- 1,140","2,604",+/- 990,N/A,N/A,"2,661","+/- 1,062","2,885","+/- 2,066","3,217","+/- 1,537","1,156","+/- 1,491",963,+/- 633,"1,742",+/- 671,384,+/- 380,"2,295","+/- 1,336",85,+/- 100,"6,627","+/- 2,083","5,848","+/- 1,747",120,+/- 111,"16,222","+/- 2,886",984,+/- 546,743,+/- 542,"3,144",+/- 810,447,+/- 419,"2,129",+/- 942,80,+/- 104,"5,154","+/- 1,341","10,484","+/- 2,463",718,+/- 440,424,+/- 409,"1,989",+/- 780,"1,849",+/- 794,435,+/- 278,"5,058","+/- 1,238","1,380",+/- 716,"54,853",Midwest_states
Minnesota,"5,455,904","+/- 2,872","4,669,227","+/- 18,130","645,164","+/- 16,382","111,307","+/- 7,183",115,+/- 152,334,+/- 242,"4,475","+/- 1,686",484,+/- 332,"6,232","+/- 1,483","4,691","+/- 1,941",407,+/- 322,65,+/- 106,239,+/- 236,"2,999","+/- 1,126","2,468","+/- 1,474",393,+/- 340,407,+/- 500,"9,753","+/- 2,693","1,769",+/- 749,"5,329","+/- 1,277","2,295","+/- 1,777",491,+/- 374,488,+/- 355,115,+/- 136,730,+/- 444,"1,141",+/- 643,"2,240",+/- 895,N/A,N/A,137,+/- 128,"2,321",+/- 836,541,+/- 399,"1,973",+/- 816,561,+/- 414,175,+/- 222,417,+/- 331,255,+/- 237,"1,626",+/- 834,"1,307",+/- 652,"10,745","+/- 1,944","2,570","+/- 1,014","1,542",+/- 853,"1,060",+/- 431,"1,180",+/- 673,0,+/- 149,403,+/- 401,"5,127","+/- 1,522","1,393",+/- 797,"4,849","+/- 1,742","1,828","+/- 1,531",40,+/- 65,"1,071",+/- 531,"2,666",+/- 954,331,+/- 427,"18,683","+/- 2,323",846,+/- 697,"30,206",Midwest_states
Mississippi,"2,951,081","+/- 3,274","2,556,013","+/- 17,776","324,577","+/- 14,529","64,639","+/- 6,777","5,125","+/- 1,474",0,+/- 213,544,+/- 446,"3,244","+/- 1,378","4,317","+/- 1,316",441,+/- 286,101,+/- 195,0,+/- 213,182,+/- 305,"4,046","+/- 1,124","2,150","+/- 1,352",389,+/- 340,908,"+/- 1,237","3,383","+/- 1,617",814,+/- 871,163,+/- 165,203,+/- 266,"1,623","+/- 1,368","5,777","+/- 2,114",0,+/- 213,519,+/- 519,58,+/- 92,"1,298",+/- 791,81,+/- 97,N/A,N/A,"1,034",+/- 500,29,+/- 49,721,+/- 827,465,+/- 457,82,+/- 122,199,+/- 325,155,+/- 168,570,+/- 448,"2,485","+/- 1,360",24,+/- 44,"1,204",+/- 668,765,+/- 482,617,+/- 405,737,+/- 566,12,+/- 23,"1,129","+/- 1,014",0,+/- 213,"10,017","+/- 2,791","4,046","+/- 1,310",48,+/- 79,0,+/- 213,"1,230",+/- 620,"1,989","+/- 1,716",260,+/- 268,"1,455",+/- 836,0,+/- 213,"5,852",South_states
Missouri,"6,022,165","+/- 4,040","5,078,669","+/- 22,798","758,791","+/- 18,896","162,809","+/- 8,925","2,283","+/- 1,509","1,288","+/- 1,066","2,958","+/- 1,328","8,523","+/- 2,054","7,037","+/- 1,651","4,960","+/- 1,529",445,+/- 555,651,+/- 717,266,+/- 254,"5,881","+/- 2,058","3,902","+/- 1,387",508,+/- 473,535,+/- 405,"25,906","+/- 3,565","2,622",+/- 999,"5,799","+/- 1,619","19,812","+/- 2,748","2,895","+/- 1,414","2,873","+/- 1,350",221,+/- 239,"1,244",+/- 664,688,+/- 576,"4,371","+/- 2,413","1,893",+/- 694,"2,988","+/- 1,270",N/A,N/A,0,+/- 187,"2,764",+/- 826,"1,194",+/- 708,142,+/- 272,630,+/- 419,"1,045",+/- 703,"2,519",+/- 826,"1,802",+/- 798,815,+/- 686,"3,333","+/- 1,551","4,221","+/- 1,277","1,734",+/- 771,"3,053","+/- 1,924",117,+/- 198,"2,490","+/- 2,100",838,+/- 541,"4,026","+/- 1,518","11,488","+/- 2,510","1,272","+/- 1,635",61,+/- 101,"2,918","+/- 1,222","2,916","+/- 1,404",514,+/- 395,"1,828",+/- 821,540,+/- 449,"21,896",Midwest_states
Montana,"1,032,794","+/- 1,223","863,174","+/- 7,519","128,300","+/- 7,323","37,775","+/- 4,095",296,+/- 180,608,+/- 461,"1,416",+/- 639,340,+/- 304,"5,173","+/- 1,484","2,521",+/- 951,69,+/- 96,0,+/- 168,0,+/- 168,714,+/- 440,390,+/- 326,18,+/- 38,"1,744",+/- 882,"1,171",+/- 861,284,+/- 417,114,+/- 180,240,+/- 291,43,+/- 56,285,+/- 344,11,+/- 18,750,+/- 917,77,+/- 132,234,+/- 169,"2,089","+/- 1,173",359,+/- 436,158,+/- 162,N/A,N/A,115,+/- 180,979,"+/- 1,013",21,+/- 42,0,+/- 168,694,+/- 822,142,+/- 150,350,+/- 231,"1,378",+/- 802,174,+/- 208,919,+/- 698,"1,636",+/- 777,428,+/- 320,0,+/- 168,288,+/- 291,160,+/- 148,138,+/- 151,"2,177","+/- 1,163","1,343",+/- 746,114,+/- 189,0,+/- 168,"5,132","+/- 1,568",110,+/- 162,939,+/- 638,"1,434",+/- 692,"3,545",West_states
Nebraska,"1,882,987","+/- 1,995","1,573,126","+/- 12,455","248,118","+/- 11,217","51,448","+/- 5,875",227,+/- 309,549,+/- 517,"1,264",+/- 684,568,+/- 467,"3,661","+/- 1,468","5,557","+/- 1,292","1,269","+/- 2,059",46,+/- 62,70,+/- 104,"2,364","+/- 1,165",861,"+/- 1,209",155,+/- 153,442,+/- 425,"2,415","+/- 1,125",381,+/- 408,"5,863","+/- 1,821","3,393","+/- 1,950",182,+/- 168,126,+/- 157,22,+/- 39,669,+/- 486,143,+/- 138,660,+/- 360,"1,656",+/- 680,455,+/- 551,"2,193","+/- 1,196",164,+/- 198,N/A,N/A,589,+/- 569,255,+/- 413,852,+/- 631,386,+/- 372,585,+/- 367,466,+/- 299,676,+/- 561,297,+/- 247,751,+/- 448,314,+/- 263,483,+/- 331,988,+/- 741,502,+/- 451,"1,617",+/- 650,270,+/- 192,"2,702",+/- 974,"1,064","+/- 1,056",0,+/- 159,935,+/- 624,812,+/- 413,45,+/- 74,223,+/- 166,"1,281",+/- 872,"10,295",Midwest_states
Nevada,"2,907,243","+/- 2,819","2,400,809","+/- 18,901","374,058","+/- 17,993","117,899","+/- 7,370",394,+/- 300,562,+/- 421,"5,741","+/- 1,915",534,+/- 356,"45,482","+/- 6,503","3,293","+/- 1,299",499,+/- 420,97,+/- 160,0,+/- 210,"4,997","+/- 1,927","2,474","+/- 1,323","6,067","+/- 2,837","1,013",+/- 672,"2,963","+/- 1,384",835,+/- 562,737,+/- 631,727,+/- 518,"1,268","+/- 1,087",714,+/- 589,493,+/- 660,258,+/- 224,391,+/- 351,"2,272","+/- 1,037","1,320",+/- 579,138,+/- 140,"1,151",+/- 915,664,+/- 688,492,+/- 311,N/A,N/A,221,+/- 240,"2,467","+/- 1,391","1,406",+/- 843,"4,742","+/- 2,524","1,268",+/- 708,333,+/- 493,"1,074",+/- 549,221,+/- 190,906,+/- 368,"1,016",+/- 696,218,+/- 261,"1,310",+/- 937,777,+/- 613,"1,189",+/- 794,"3,343",+/- 890,"3,260","+/- 1,233",37,+/- 61,"1,307",+/- 827,"4,639","+/- 1,792",14,+/- 19,889,+/- 738,"1,686","+/- 1,713","14,477",West_states
New Hampshire,"1,322,101","+/- 1,298","1,122,068","+/- 9,993","140,603","+/- 8,528","52,457","+/- 5,343",174,+/- 262,740,+/- 831,678,+/- 689,0,+/- 187,953,+/- 728,"1,008",+/- 647,"2,435",+/- 816,0,+/- 187,83,+/- 96,"2,128",+/- 712,"1,174",+/- 761,360,+/- 478,125,+/- 186,144,+/- 179,197,+/- 214,237,+/- 309,317,+/- 498,0,+/- 187,29,+/- 53,"3,353","+/- 1,624",647,+/- 496,"21,063","+/- 2,804",409,+/- 247,247,+/- 291,368,+/- 520,364,+/- 405,32,+/- 54,90,+/- 121,398,+/- 426,N/A,N/A,396,+/- 356,0,+/- 187,"3,869","+/- 1,076","1,113","+/- 1,028",0,+/- 187,416,+/- 315,67,+/- 116,0,+/- 187,"1,799","+/- 1,820",932,+/- 626,0,+/- 187,0,+/- 187,95,+/- 127,"1,527","+/- 1,098",613,+/- 416,"2,789",+/- 937,696,+/- 547,11,+/- 22,297,+/- 218,84,+/- 93,0,+/- 187,"6,973",Northeast_states
New Jersey,"8,852,286","+/- 5,371","7,934,689","+/- 25,558","703,637","+/- 23,786","144,359","+/- 9,330",48,+/- 80,299,+/- 443,"1,013",+/- 889,137,+/- 147,"8,239","+/- 1,820","1,364",+/- 761,"3,884","+/- 1,579","1,809",+/- 867,736,+/- 636,"10,399","+/- 2,679","2,985","+/- 1,351",551,+/- 665,0,+/- 200,"1,633",+/- 713,"1,147","+/- 1,111",110,+/- 116,560,+/- 481,138,+/- 170,567,+/- 397,483,+/- 442,"5,168","+/- 1,877","3,458","+/- 1,125","1,445",+/- 715,508,+/- 444,267,+/- 238,"1,410",+/- 903,479,+/- 427,290,+/- 462,365,+/- 283,112,+/- 147,N/A,N/A,141,+/- 143,"48,558","+/- 5,393","3,436","+/- 1,600",263,+/- 243,"2,166","+/- 2,330",285,+/- 315,192,+/- 275,"23,566","+/- 3,120",129,+/- 127,"1,520",+/- 966,318,+/- 379,"1,608","+/- 1,252","5,554","+/- 1,635",104,+/- 132,360,+/- 417,"5,341","+/- 2,149",534,+/- 443,350,+/- 298,330,+/- 273,0,+/- 200,"69,601",Northeast_states
New Mexico,"2,057,857","+/- 2,689","1,768,040","+/- 12,935","214,411","+/- 11,952","64,802","+/- 5,735",732,+/- 898,749,+/- 790,"7,350","+/- 2,481",552,+/- 880,"4,939","+/- 1,590","4,293","+/- 1,519",305,+/- 324,308,+/- 395,105,+/- 180,"2,411","+/- 1,117",894,+/- 737,429,+/- 434,382,+/- 472,452,+/- 415,324,+/- 312,105,+/- 135,292,+/- 284,338,+/- 371,469,+/- 313,353,+/- 380,"1,546",+/- 882,482,+/- 500,"1,390",+/- 780,811,+/- 532,0,+/- 195,"1,700","+/- 1,835",170,+/- 193,0,+/- 195,"1,319","+/- 1,268",629,+/- 519,397,+/- 343,N/A,N/A,"1,638",+/- 944,987,+/- 929,0,+/- 195,869,+/- 584,"1,022",+/- 573,884,+/- 973,"1,748","+/- 1,176",3,+/- 8,585,+/- 868,10,+/- 16,"1,723","+/- 1,112","17,155","+/- 3,861",625,+/- 411,0,+/- 195,801,+/- 644,"1,843",+/- 966,153,+/- 250,332,+/- 384,198,+/- 185,"10,604",West_states
New York,"19,526,443","+/- 6,611","17,465,164","+/- 35,945","1,634,487","+/- 32,252","260,723","+/- 11,746",402,+/- 277,421,+/- 271,"4,971","+/- 1,690",755,+/- 537,"22,626","+/- 2,781","3,463","+/- 1,055","16,339","+/- 2,543","1,069",+/- 840,"3,042","+/- 1,012","23,515","+/- 3,562","5,180","+/- 1,421","1,534",+/- 830,573,+/- 590,"8,949","+/- 2,095","2,462","+/- 1,218",375,+/- 266,479,+/- 404,"1,688",+/- 951,"2,095",+/- 972,"1,596",+/- 645,"8,332","+/- 2,072","17,877","+/- 2,859","3,551","+/- 1,092","1,309",+/- 695,802,+/- 700,"2,918","+/- 1,155",132,+/- 142,181,+/- 200,435,+/- 353,"2,044",+/- 822,"33,747","+/- 3,965",665,+/- 502,N/A,N/A,"9,471","+/- 2,072",306,+/- 300,"6,648","+/- 1,349","1,396",+/- 606,"2,506","+/- 1,041","22,933","+/- 3,217","1,006",+/- 538,"4,716","+/- 2,148",159,+/- 159,"3,661","+/- 1,167","9,368","+/- 1,897","1,068",+/- 619,"3,895","+/- 1,481","10,761","+/- 2,067","4,929","+/- 1,318","1,503","+/- 1,415","2,787","+/- 1,072",83,+/- 103,"166,069",Northeast_states
