Current residence in --,Population (1yr ago) Est,MOE,Same house (1yr ago) Est,MOE,Same state of residence (1yr ago) Est,MOE,Different state of residence (1yr ago) Total Est,MOE,Alabama,MOE,Alaska,MOE,Arizona,MOE,Arkansas,MOE,California,MOE,Colorado,MOE,Connecticut,MOE,Delaware,MOE,District of Columbia ,MOE,Florida,MOE,Georgia,MOE,Hawaii,MOE,Idaho,MOE,Illinois,MOE,Indiana,MOE,Iowa,MOE,Kansas,MOE,Kentucky,MOE,Louisiana,MOE,Maine,MOE,Maryland,MOE,Massachusetts,MOE,Michigan,MOE,Minnesota,MOE,Mississippi,MOE,Missouri,MOE,Montana,MOE,Nebraska,MOE,Nevada,MOE,New Hampshire,MOE,New Jersey,MOE,New Mexico,MOE,New York,MOE,North Carolina,MOE,North Dakota,MOE,Ohio,MOE,Oklahoma,MOE,Oregon,MOE,Pennsylvania,MOE,Rhode Island,MOE,South Carolina,MOE,South Dakota,MOE,Tennessee,MOE,Texas,MOE,Utah,MOE,Vermont,MOE,Virginia,MOE,Washington,MOE,West Virginia,MOE,Wisconsin,MOE,Wyoming,MOE,Abroad(1yr ago) Est,Region
North Carolina,"10,032,407","+/- 5,350","8,460,264","+/- 33,199","1,190,972","+/- 27,274","330,896","+/- 14,462","3,491","+/- 1,552","2,059","+/- 1,052","3,539","+/- 1,228","1,135",+/- 644,"17,653","+/- 2,958","4,285","+/- 1,353","7,425","+/- 2,315",955,+/- 841,"1,737",+/- 813,"32,234","+/- 4,173","24,882","+/- 4,888","1,365",+/- 858,"1,267",+/- 855,"8,568","+/- 1,928","4,211","+/- 1,981",480,+/- 365,"2,245","+/- 1,799","3,409","+/- 1,504","2,562","+/- 1,282","1,324",+/- 947,"9,671","+/- 1,818","5,116","+/- 1,978","6,818","+/- 2,370","1,782",+/- 834,"1,509","+/- 1,008","4,563","+/- 2,065",139,+/- 178,164,+/- 195,"2,111",+/- 987,"1,548",+/- 652,"11,706","+/- 2,825",462,+/- 357,"29,702","+/- 4,307",N/A,N/A,668,+/- 510,"9,665","+/- 2,081","2,997","+/- 1,582","1,263",+/- 743,"13,506","+/- 2,292",897,+/- 705,"32,088","+/- 5,480",743,+/- 701,"8,233","+/- 2,559","11,981","+/- 2,487","1,271",+/- 845,608,+/- 492,"35,641","+/- 5,098","4,751","+/- 2,008","3,722","+/- 1,222","2,600","+/- 1,205",145,+/- 175,"50,275",South_states
North Dakota,"746,271","+/- 1,202","620,891","+/- 7,724","91,010","+/- 6,382","29,655","+/- 3,868",193,+/- 234,151,+/- 115,681,+/- 660,144,+/- 217,"1,797","+/- 1,450",500,+/- 389,34,+/- 71,0,+/- 155,0,+/- 155,230,+/- 200,196,+/- 248,16,+/- 34,513,+/- 402,631,+/- 796,132,+/- 161,149,+/- 175,181,+/- 169,86,+/- 153,249,+/- 303,0,+/- 155,0,+/- 155,62,+/- 104,369,+/- 392,"11,684","+/- 2,247",422,+/- 372,563,+/- 420,"1,307",+/- 635,922,"+/- 1,102",183,+/- 235,385,+/- 449,576,+/- 758,144,+/- 136,133,+/- 166,162,+/- 285,N/A,N/A,174,+/- 143,339,+/- 336,347,+/- 476,28,+/- 39,0,+/- 155,0,+/- 155,"2,377",+/- 843,177,+/- 170,"1,378",+/- 683,38,+/- 57,0,+/- 155,251,+/- 318,709,+/- 552,144,+/- 234,556,+/- 273,342,+/- 234,"4,715",Midwest_states
Ohio,"11,481,752","+/- 4,551","9,755,589","+/- 33,208","1,482,286","+/- 29,906","195,396","+/- 9,185","3,101","+/- 1,343",169,+/- 173,"2,620","+/- 1,632",873,+/- 690,"11,777","+/- 2,353","3,265","+/- 1,806","1,340",+/- 509,452,+/- 400,784,+/- 399,"15,087","+/- 2,583","3,987","+/- 2,101",771,+/- 638,31,+/- 57,"12,463","+/- 2,480","11,578","+/- 2,314",389,+/- 255,"1,622","+/- 1,477","10,952","+/- 2,535","2,017","+/- 1,890",509,+/- 382,"2,611",+/- 929,"2,462",+/- 943,"13,107","+/- 2,645","2,793","+/- 1,023",605,+/- 520,"2,206","+/- 1,231",617,+/- 675,410,+/- 337,"2,132","+/- 1,241","1,068",+/- 956,"4,520","+/- 1,613",551,+/- 438,"9,518","+/- 2,457","8,822","+/- 2,918",292,+/- 338,N/A,N/A,"2,210","+/- 1,311","1,483",+/- 937,"14,425","+/- 2,284",667,"+/- 1,056","2,487",+/- 910,217,+/- 260,"7,805","+/- 2,468","8,712","+/- 2,634","1,622","+/- 1,059",435,+/- 424,"5,844","+/- 2,030","3,423","+/- 1,239","8,726","+/- 1,631","1,660",+/- 554,179,+/- 228,"48,481",Midwest_states
Oklahoma,"3,873,232","+/- 2,534","3,225,478","+/- 15,384","530,770","+/- 13,855","102,000","+/- 7,094",176,+/- 192,328,+/- 330,"1,912",+/- 831,"7,396","+/- 1,474","11,302","+/- 3,500","3,698","+/- 1,371",391,+/- 446,185,+/- 183,254,+/- 382,"3,155","+/- 1,655","2,542","+/- 1,126",385,+/- 459,595,+/- 720,"3,007","+/- 1,092","1,087",+/- 414,"1,283",+/- 698,"6,048","+/- 1,581","1,331",+/- 657,"1,484",+/- 636,82,+/- 91,569,+/- 375,205,+/- 261,"1,577",+/- 848,528,+/- 261,865,+/- 566,"5,253","+/- 1,262",481,+/- 429,145,+/- 152,627,+/- 322,393,+/- 443,424,+/- 266,"1,011",+/- 477,"2,051",+/- 873,"1,909",+/- 879,212,+/- 167,"1,282","+/- 1,000",N/A,N/A,635,+/- 550,"1,405",+/- 828,0,+/- 159,"1,108",+/- 615,194,+/- 208,"1,309",+/- 590,"28,060","+/- 3,869",783,+/- 737,61,+/- 82,"1,312",+/- 705,"1,658",+/- 771,174,+/- 173,829,+/- 458,299,+/- 306,"14,984",South_states
Oregon,"4,052,221","+/- 3,173","3,307,805","+/- 19,198","577,950","+/- 19,092","139,334","+/- 9,092",167,+/- 200,549,+/- 334,"4,932","+/- 1,728",921,+/- 558,"43,804","+/- 5,024","3,625","+/- 1,309","1,127","+/- 1,003",159,+/- 282,606,+/- 324,"3,172","+/- 1,093",906,+/- 614,"3,302","+/- 1,527","4,576","+/- 1,686","2,245",+/- 971,"1,052",+/- 629,215,+/- 190,"1,748","+/- 1,021",997,+/- 792,769,+/- 580,419,+/- 298,"1,678",+/- 956,817,+/- 429,993,+/- 776,724,+/- 563,235,+/- 234,"1,194",+/- 699,"2,827","+/- 1,152",644,+/- 804,"1,631",+/- 680,0,+/- 201,978,+/- 622,"2,463","+/- 1,110","2,899","+/- 1,447","2,142","+/- 1,447",402,+/- 356,"1,421",+/- 739,"2,185","+/- 1,838",N/A,N/A,"1,958",+/- 894,156,+/- 253,531,+/- 448,608,+/- 749,"1,168",+/- 863,"5,377","+/- 1,611","3,246","+/- 1,305",158,+/- 191,"2,141","+/- 1,256","24,207","+/- 3,446",140,+/- 230,557,+/- 316,563,+/- 341,"27,132",West_states
Pennsylvania,"12,645,493","+/- 5,619","11,016,361","+/- 36,704","1,308,271","+/- 34,321","252,060","+/- 10,750","1,978","+/- 1,064",820,+/- 539,"2,076",+/- 748,979,+/- 424,"12,381","+/- 2,594","3,434","+/- 1,046","6,629","+/- 2,261","5,168","+/- 1,161","1,908",+/- 696,"12,938","+/- 2,483","5,206","+/- 1,645",588,+/- 313,629,+/- 464,"5,341","+/- 1,561","1,559",+/- 567,936,+/- 786,"1,154",+/- 836,"1,487",+/- 702,513,+/- 363,770,+/- 508,"19,747","+/- 3,362","8,352","+/- 2,535","2,283",+/- 813,"1,557",+/- 657,399,+/- 318,"1,363",+/- 870,171,+/- 146,"1,063",+/- 669,803,+/- 464,"1,259",+/- 643,"40,118","+/- 3,894",675,+/- 583,"40,208","+/- 5,965","9,251","+/- 2,308",106,+/- 128,"10,700","+/- 2,215","1,130",+/- 803,"2,511","+/- 1,068",N/A,N/A,"1,204",+/- 672,"1,582",+/- 583,162,+/- 209,"2,746",+/- 811,"12,497","+/- 3,500","2,014","+/- 2,040",604,+/- 499,"12,785","+/- 2,800","3,772","+/- 1,435","3,979","+/- 1,207","2,337","+/- 2,135",188,+/- 211,"68,801",Northeast_states
Rhode Island,"1,045,691","+/- 1,810","898,574","+/- 10,119","106,725","+/- 9,017","32,800","+/- 4,037",53,+/- 80,0,+/- 208,360,+/- 303,91,+/- 145,"1,484",+/- 769,421,+/- 350,"4,252","+/- 1,867",23,+/- 46,177,+/- 190,"2,778","+/- 1,311",390,+/- 508,17,+/- 44,0,+/- 208,621,+/- 462,0,+/- 208,307,+/- 466,0,+/- 208,41,+/- 70,0,+/- 208,209,+/- 203,623,+/- 470,"9,077","+/- 1,853",696,+/- 905,141,+/- 242,135,+/- 213,87,+/- 101,84,+/- 141,196,+/- 288,97,+/- 142,923,+/- 453,631,+/- 393,0,+/- 208,"2,631",+/- 864,812,+/- 600,113,+/- 190,318,+/- 260,58,+/- 96,90,+/- 109,900,+/- 802,N/A,N/A,348,+/- 319,121,+/- 149,581,+/- 847,"1,079",+/- 559,60,+/- 98,337,+/- 288,714,+/- 376,399,+/- 294,0,+/- 208,325,+/- 414,0,+/- 208,"7,592",Northeast_states
South Carolina,"4,903,788","+/- 3,376","4,176,954","+/- 27,733","542,415","+/- 22,405","165,230","+/- 10,983","2,823","+/- 1,381",411,+/- 361,"1,708","+/- 1,046",581,+/- 459,"4,846","+/- 1,500","1,947",+/- 915,"2,941","+/- 1,176",146,+/- 149,"1,552","+/- 1,064","13,371","+/- 2,766","16,234","+/- 3,489",858,+/- 749,47,+/- 91,"4,512","+/- 1,512","2,816","+/- 1,246",165,+/- 161,965,+/- 691,"1,312",+/- 753,"1,495",+/- 711,779,+/- 795,"6,900","+/- 1,958","3,027","+/- 1,160","3,206","+/- 1,157",621,+/- 413,760,+/- 371,"1,168",+/- 644,215,+/- 208,90,+/- 149,180,+/- 156,"1,143",+/- 667,"3,664","+/- 1,138",139,+/- 129,"10,230","+/- 2,243","30,447","+/- 4,651",595,+/- 657,"6,634","+/- 2,456","1,192",+/- 568,663,+/- 391,"7,865","+/- 1,912",708,+/- 512,N/A,N/A,590,+/- 909,"3,709","+/- 1,150","7,373","+/- 2,409",424,+/- 347,0,+/- 207,"8,081","+/- 2,620","1,943",+/- 848,"2,403","+/- 1,306","1,243",+/- 683,508,+/- 704,"19,189",South_states
South Dakota,"853,832","+/- 1,413","720,262","+/- 7,279","97,747","+/- 6,762","31,789","+/- 3,927",0,+/- 157,346,+/- 467,732,+/- 628,18,+/- 30,"2,929","+/- 1,557",820,+/- 576,0,+/- 157,0,+/- 157,0,+/- 157,758,+/- 669,128,+/- 119,0,+/- 157,108,+/- 154,757,+/- 518,844,+/- 596,"2,887",+/- 766,"1,123",+/- 630,52,+/- 64,127,+/- 143,0,+/- 157,26,+/- 56,271,+/- 298,145,+/- 161,"4,991","+/- 1,525",125,+/- 115,500,+/- 351,468,+/- 343,"1,803",+/- 629,98,+/- 101,0,+/- 157,0,+/- 157,389,+/- 438,89,+/- 104,100,+/- 112,"1,858",+/- 785,788,+/- 724,23,+/- 45,236,+/- 227,147,+/- 139,448,+/- 565,0,+/- 157,N/A,N/A,147,+/- 183,"1,946","+/- 1,156",662,+/- 550,0,+/- 157,720,+/- 933,976,"+/- 1,172",131,+/- 233,"1,026",+/- 874,"2,047","+/- 1,065","4,034",Midwest_states
Tennessee,"6,580,953","+/- 4,457","5,644,022","+/- 24,352","742,615","+/- 23,525","170,867","+/- 10,319","7,683","+/- 1,816","1,141",+/- 745,"1,449",+/- 633,"5,583","+/- 2,105","7,996","+/- 2,298","1,692",+/- 785,"2,042",+/- 916,185,+/- 224,295,+/- 307,"14,926","+/- 2,707","16,367","+/- 3,294","1,397","+/- 1,171",219,+/- 146,"9,737","+/- 2,402","6,736","+/- 2,072",646,+/- 439,"1,597","+/- 1,400","12,562","+/- 2,557","2,004","+/- 1,070","2,799","+/- 2,101",794,+/- 673,"2,130",+/- 929,"3,954","+/- 1,261","2,484","+/- 1,211","8,739","+/- 2,677","3,287","+/- 1,221",662,+/- 921,216,+/- 224,274,+/- 201,340,+/- 410,"1,659",+/- 810,159,+/- 189,"4,905","+/- 1,653","5,933","+/- 1,490",61,+/- 103,"7,210","+/- 2,699","1,486",+/- 712,647,+/- 493,"2,723","+/- 1,237",0,+/- 204,"2,173",+/- 915,207,+/- 233,N/A,N/A,"11,827","+/- 4,371",181,+/- 214,309,+/- 294,"6,681","+/- 1,601","2,187","+/- 1,008","1,249",+/- 741,"1,309",+/- 754,25,+/- 48,"23,449",South_states
Texas,"27,472,626","+/- 10,409","23,105,984","+/- 50,841","3,599,897","+/- 48,634","531,996","+/- 20,183","6,915","+/- 1,742","2,257","+/- 1,078","20,322","+/- 4,484","11,986","+/- 2,327","69,945","+/- 8,017","21,596","+/- 4,774","1,834","+/- 1,217","2,012",+/- 942,"1,624",+/- 706,"31,145","+/- 5,099","16,174","+/- 3,227","3,630","+/- 1,714","2,668","+/- 1,108","21,848","+/- 4,241","10,084","+/- 3,204","6,600","+/- 2,208","10,670","+/- 3,156","7,090","+/- 2,269","27,998","+/- 4,439","1,544",+/- 754,"7,112","+/- 1,788","5,636","+/- 1,788","10,036","+/- 2,915","6,795","+/- 2,547","8,825","+/- 2,176","13,946","+/- 3,539","1,974","+/- 1,052","6,201","+/- 2,388","6,499","+/- 2,273","1,542",+/- 915,"8,723","+/- 2,618","13,041","+/- 2,775","18,209","+/- 3,590","12,463","+/- 2,346","2,026","+/- 1,141","9,363","+/- 2,861","30,532","+/- 5,243","3,704","+/- 1,577","11,769","+/- 3,371","1,361",+/- 822,"7,969","+/- 2,202",860,+/- 477,"15,565","+/- 6,625",N/A,N/A,"9,082","+/- 2,977",252,+/- 414,"19,660","+/- 4,084","14,335","+/- 3,534",915,+/- 606,"4,927","+/- 2,075",732,+/- 486,"234,749",South_states
Utah,"3,002,244","+/- 3,318","2,474,308","+/- 19,586","396,018","+/- 17,139","107,083","+/- 9,315",125,+/- 152,"2,350","+/- 2,112","9,140","+/- 3,317","1,136","+/- 1,167","23,034","+/- 5,649","3,615","+/- 1,230","1,024",+/- 793,184,+/- 218,490,+/- 526,"2,707","+/- 1,284","1,541",+/- 644,"1,516","+/- 1,096","9,520","+/- 2,249","1,440",+/- 694,"1,349",+/- 872,373,+/- 345,510,+/- 529,"1,142","+/- 1,255",878,+/- 772,63,+/- 107,812,+/- 507,390,+/- 271,"1,340",+/- 955,811,+/- 686,186,+/- 252,"2,103","+/- 1,352","1,637",+/- 694,523,+/- 493,"5,181","+/- 2,665",0,+/- 190,702,+/- 431,871,+/- 467,"2,511","+/- 1,537","1,921","+/- 1,018","1,266",+/- 986,833,+/- 379,"1,194",+/- 640,"2,790","+/- 1,235","1,992","+/- 1,027",0,+/- 190,766,+/- 661,795,+/- 861,964,+/- 519,"7,467","+/- 2,399",N/A,N/A,221,+/- 274,"1,392",+/- 766,"5,074","+/- 1,397",51,+/- 78,398,+/- 276,755,+/- 590,"24,835",West_states
Vermont,"619,387",+/- 803,"535,268","+/- 5,519","60,744","+/- 4,942","21,262","+/- 2,769",0,+/- 151,0,+/- 151,337,+/- 355,0,+/- 151,"1,018",+/- 497,350,+/- 192,"1,076",+/- 579,29,+/- 47,62,+/- 93,876,+/- 490,14,+/- 30,41,+/- 76,0,+/- 151,187,+/- 189,3,+/- 6,82,+/- 124,0,+/- 151,66,+/- 73,0,+/- 151,988,+/- 539,540,+/- 644,"3,731","+/- 1,090",59,+/- 106,7,+/- 15,0,+/- 151,45,+/- 49,0,+/- 151,0,+/- 151,0,+/- 151,"3,285","+/- 1,058","1,393",+/- 773,60,+/- 100,"3,186",+/- 862,331,+/- 252,41,+/- 65,118,+/- 176,0,+/- 151,395,+/- 386,"1,449",+/- 716,262,+/- 165,38,+/- 64,619,+/- 916,6,+/- 13,7,+/- 16,77,+/- 124,N/A,N/A,242,+/- 203,165,+/- 143,23,+/- 49,54,+/- 73,0,+/- 151,"2,113",Northeast_states
Virginia,"8,312,297","+/- 5,430","7,008,805","+/- 27,572","961,003","+/- 22,934","264,164","+/- 11,923","2,424","+/- 1,340","1,624","+/- 1,136","3,584","+/- 1,484",519,+/- 364,"17,473","+/- 3,606","3,269","+/- 1,164","5,158","+/- 1,994","1,382",+/- 647,"8,692","+/- 2,405","19,439","+/- 3,281","6,319","+/- 1,574","3,548","+/- 1,403",148,+/- 166,"7,719","+/- 1,760","2,276",+/- 883,229,+/- 251,771,+/- 610,"4,959","+/- 1,686","2,296","+/- 1,190","1,232",+/- 692,"28,394","+/- 4,800","5,442","+/- 1,679","4,722","+/- 1,725","1,194","+/- 1,157",891,+/- 512,"2,786","+/- 1,088",106,+/- 179,"1,950","+/- 1,155","2,305","+/- 1,431",641,+/- 397,"7,715","+/- 1,860","2,067","+/- 1,011","14,827","+/- 3,112","22,598","+/- 3,629",80,+/- 129,"7,689","+/- 2,011","3,693","+/- 1,433",904,+/- 461,"14,122","+/- 2,784","1,270",+/- 893,"8,354","+/- 2,052",142,+/- 247,"7,491","+/- 2,248","15,873","+/- 3,691","1,507",+/- 832,872,+/- 694,N/A,N/A,"4,925","+/- 1,707","6,618","+/- 1,812","1,877","+/- 1,131",48,+/- 62,"78,325",South_states
Washington,"7,202,119","+/- 4,069","5,924,723","+/- 30,369","958,326","+/- 27,224","257,728","+/- 13,383","1,465",+/- 791,"5,374","+/- 1,929","12,801","+/- 2,996",823,+/- 886,"51,485","+/- 5,064","13,012","+/- 4,416","1,309",+/- 547,277,+/- 225,748,+/- 637,"9,093","+/- 2,333","2,804",+/- 968,"4,497","+/- 1,154","11,619","+/- 2,489","7,422","+/- 1,929","1,296",+/- 950,784,+/- 483,"2,568","+/- 1,293","2,042","+/- 1,655","1,109","+/- 1,000",266,+/- 288,"2,733","+/- 1,845","4,715","+/- 1,636","4,472","+/- 1,531","4,153","+/- 1,498",689,+/- 509,"3,327","+/- 1,851","4,707","+/- 1,603","1,428","+/- 1,105","3,551","+/- 1,318",785,+/- 513,"3,287","+/- 1,572","2,232","+/- 1,150","7,083","+/- 1,386","7,250","+/- 2,296","2,021",+/- 897,"2,834","+/- 1,636","2,041",+/- 932,"32,384","+/- 3,908","1,556",+/- 669,373,+/- 312,"1,374",+/- 786,"1,156","+/- 1,021","3,672","+/- 2,014","16,005","+/- 3,753","5,404","+/- 2,076",743,+/- 611,"3,834","+/- 1,271",N/A,N/A,319,+/- 441,"1,940",+/- 888,866,+/- 517,"61,342",West_states
West Virginia,"1,810,709","+/- 2,337","1,582,818","+/- 10,978","176,953","+/- 9,202","47,196","+/- 5,756",284,+/- 187,11,+/- 20,57,+/- 100,195,+/- 269,"1,095",+/- 649,464,+/- 354,631,+/- 321,0,+/- 193,490,+/- 423,"1,992",+/- 783,"1,650","+/- 1,323",0,+/- 193,48,+/- 63,354,+/- 254,343,+/- 304,64,+/- 90,205,+/- 233,"1,654",+/- 679,357,+/- 496,597,+/- 624,"7,100","+/- 2,417",21,+/- 47,572,+/- 436,0,+/- 193,152,+/- 186,123,+/- 175,39,+/- 67,0,+/- 193,293,+/- 371,135,+/- 133,481,+/- 314,81,+/- 140,"1,320",+/- 911,"2,419","+/- 1,022",134,+/- 214,"7,281","+/- 1,597",12,+/- 26,0,+/- 193,"6,226","+/- 2,228",0,+/- 193,435,+/- 344,124,+/- 153,"1,903","+/- 1,213","1,345","+/- 1,044",179,+/- 313,0,+/- 193,"6,114","+/- 1,596",216,+/- 153,N/A,N/A,0,+/- 193,0,+/- 193,"3,742",South_states
Wisconsin,"5,712,104","+/- 3,128","4,876,817","+/- 20,516","696,530","+/- 19,673","118,814","+/- 6,959",966,+/- 691,738,+/- 528,"3,364","+/- 1,091","1,397",+/- 744,"6,830","+/- 2,101","4,129","+/- 1,379",344,+/- 330,0,+/- 147,215,+/- 185,"5,242","+/- 1,459",708,+/- 333,323,+/- 363,"1,400","+/- 1,299","31,323","+/- 3,928","3,481","+/- 1,122","3,383",+/- 954,401,+/- 353,992,+/- 669,745,+/- 606,63,+/- 113,574,+/- 374,"1,058",+/- 556,"5,433","+/- 1,374","18,036","+/- 2,340",90,+/- 79,"1,619",+/- 851,159,+/- 142,469,+/- 325,"1,126",+/- 706,417,+/- 338,521,+/- 426,710,+/- 696,"1,484",+/- 654,"1,152",+/- 507,614,+/- 521,"2,129",+/- 648,"1,404",+/- 794,"1,383",+/- 780,"1,525",+/- 600,81,+/- 135,518,+/- 277,872,+/- 746,"1,096",+/- 726,"4,526","+/- 1,485","1,237",+/- 650,138,+/- 228,"2,235","+/- 1,819","1,634",+/- 754,110,+/- 119,N/A,N/A,420,+/- 259,"19,943",Midwest_states
Wyoming,"577,567","+/- 1,366","472,996","+/- 8,803","75,995","+/- 6,553","26,471","+/- 4,106",265,+/- 283,524,+/- 547,352,+/- 293,77,+/- 144,"1,586",+/- 747,"4,227","+/- 1,162",0,+/- 197,0,+/- 197,0,+/- 197,187,+/- 207,1,+/- 2,0,+/- 197,"1,074",+/- 890,150,+/- 196,119,+/- 205,568,+/- 558,291,+/- 461,437,+/- 695,150,+/- 224,66,+/- 106,7,+/- 15,0,+/- 197,325,+/- 235,473,+/- 560,0,+/- 197,16,+/- 28,"1,307",+/- 741,852,+/- 592,111,+/- 113,0,+/- 197,503,+/- 604,799,+/- 648,57,+/- 91,46,+/- 75,843,+/- 484,318,+/- 428,672,+/- 892,609,+/- 481,"2,660","+/- 2,108",1,+/- 2,337,+/- 589,853,+/- 510,10,+/- 15,"1,914","+/- 1,123","1,312",+/- 849,0,+/- 197,90,+/- 109,"1,426",+/- 887,169,+/- 32,687,"+/- 1,044",N/A,N/A,"2,105",West_states
Puerto Rico,"3,384,760","+/- 2,761","3,143,116","+/- 12,230","216,969","+/- 11,523","21,196","+/- 3,444",49,+/- 84,0,+/- 222,188,+/- 162,109,+/- 178,200,+/- 236,40,+/- 68,580,+/- 448,259,+/- 421,0,+/- 222,"4,548","+/- 1,626",206,+/- 280,63,+/- 100,0,+/- 222,802,+/- 875,0,+/- 222,0,+/- 222,0,+/- 222,433,+/- 594,96,+/- 159,0,+/- 222,164,+/- 252,"3,060","+/- 1,408",206,+/- 239,0,+/- 222,0,+/- 222,0,+/- 222,0,+/- 222,0,+/- 222,0,+/- 222,46,+/- 72,"1,451",+/- 781,0,+/- 222,"3,416","+/- 1,538",42,+/- 74,0,+/- 222,0,+/- 222,20,+/- 35,0,+/- 222,"3,296","+/- 1,785",0,+/- 222,163,+/- 184,0,+/- 222,143,+/- 197,"1,008",+/- 894,0,+/- 222,0,+/- 222,67,+/- 82,368,+/- 533,0,+/- 222,173,+/- 193,0,+/- 222,"3,479",NaN
